79,66,77,85,102,81,74,86,90,70,76,86,60,73,80,78,88,78,81,96
76,104,71,69,85,82,72,74,82,82,76,70,89,92,80,73,78,69,71,96
90,78,77,65,84,110,84,90,86,74,78,62,72,65,88,83,95,75,67,65
64,83,82,83,77,96,67,72,74,80,85,95,99,75,81,64,98,73,62,65
76,76,80,74,74,82,80,79,78,90,63,70,90,87,78,74,89,79,65,90
76,80,90,87,84,70,66,88,72,84,76,80,86,99,65,76,71,78,70,75
60,77,67,85,71,92,72,80,92,80,88,63,81,70,98,77,96,68,75,79
63,85,88,87,82,79,57,76,80,92,70,88,80,82,72,72,65,87,79,87
79,79,86,89,85,81,67,70,75,79,67,89,81,66,89,89,71,71,88,69
80,85,72,63,76,70,79,77,79,91,80,79,71,81,84,85,79,91,71,77
84,85,61,73,74,75,83,88,88,73,85,96,64,84,78,66,84,66,87,75
90,74,68,76,75,78,69,81,82,73,82,75,90,92,79,69,80,75,65,92
78,79,71,86,69,67,79,97,84,57,82,111,80,66,78,78,76,81,71,73
73,76,58,92,67,87,81,78,68,96,80,78,82,91,75,83,70,64,79,85
78,79,88,92,48,85,73,84,78,77,65,73,80,89,84,72,84,79,73,75
97,89,79,75,72,75,84,76,77,74,73,51,81,76,74,69,94,71,92,72
82,85,77,84,77,76,78,71,89,68,68,83,82,79,70,76,89,52,86,77
63,65,84,77,85,73,79,82,89,79,89,81,88,76,80,77,67,77,73,65
63,69,76,71,63,72,74,86,73,87,77,68,83,71,94,87,77,69,94,94
72,70,70,71,100,79,89,95,75,71,77,81,70,66,72,80,72,72,81,84
69,70,61,96,81,69,71,76,71,89,77,70,79,83,63,83,85,83,72,98
80,63,85,76,80,65,67,94,68,79,85,69,78,69,68,80,85,79,79,97
73,75,75,97,91,59,79,76,80,81,74,86,79,83,68,58,90,74,78,69
63,70,97,70,73,70,73,78,81,90,79,70,76,74,68,108,63,76,75,91
89,77,87,71,82,72,97,67,78,74,85,82,61,73,68,79,78,68,80,75
77,77,89,76,68,72,60,82,107,94,75,75,80,70,85,81,67,68,74,66
68,72,67,71,75,84,82,94,67,84,70,75,62,76,96,87,78,84,72,78
67,70,69,72,72,80,76,77,71,60,88,65,79,89,89,85,79,82,86,86
80,74,64,86,84,61,79,82,86,77,81,94,77,69,78,69,72,63,83,82
79,92,57,84,79,70,77,96,83,77,90,72,67,72,71,70,83,74,66,82
86,77,68,92,92,81,65,72,72,76,75,66,76,78,77,87,70,72,75,83
83,81,67,65,59,82,79,65,83,71,82,69,66,77,81,91,74,92,93,79
77,70,91,73,69,85,76,82,87,58,73,78,73,85,77,71,73,83,77,81
85,96,77,76,84,72,66,82,61,96,68,73,73,94,69,87,76,68,66,69
80,86,78,61,81,83,89,67,71,71,98,79,71,84,66,84,76,65,76,71
78,72,75,86,72,79,76,71,68,61,70,64,90,77,74,67,93,84,95,84
79,74,68,91,77,70,85,58,75,93,79,66,92,68,84,70,73,82,76,75
80,86,82,74,66,85,73,77,70,73,79,67,90,91,69,73,88,67,66,79
94,77,66,80,74,65,87,84,87,57,76,75,70,76,79,76,63,80,77,91
81,79,84,72,75,66,63,75,77,96,88,60,77,90,86,68,88,85,61,62
89,86,85,69,73,70,71,58,72,73,83,85,87,76,65,76,75,87,74,78
65,70,93,89,79,80,93,61,71,78,73,73,81,68,78,71,73,79,65,92
83,67,77,89,78,73,74,70,63,74,76,79,67,75,88,93,77,78,81,69
76,71,73,60,70,71,96,72,83,74,79,78,93,90,71,86,72,72,76,68
74,86,64,77,73,71,75,86,92,83,86,69,71,69,78,67,74,86,64,86
87,70,80,91,78,74,84,86,83,73,73,72,68,70,77,88,70,72,67,67
72,74,79,89,74,68,81,82,72,75,60,95,62,86,75,81,74,70,81,79
81,98,82,84,76,77,81,68,67,62,70,90,62,85,60,76,85,69,69,87
75,72,78,67,77,75,72,76,73,76,72,84,80,83,80,82,71,72,83,81
67,84,83,84,82,85,73,79,74,84,66,87,67,58,74,75,77,85,69,75
63,84,73,74,88,58,87,86,71,79,74,76,95,73,75,64,83,62,77,86
82,80,75,66,63,74,75,74,70,75,66,93,72,80,87,73,93,81,81,67
75,89,89,80,89,76,75,77,84,78,68,76,68,75,67,67,76,85,78,54
66,90,68,82,64,69,66,85,72,84,73,67,80,79,63,89,88,81,80,80
72,92,72,76,72,84,65,75,85,84,81,68,54,82,68,85,75,83,72,81
86,66,71,83,73,75,82,70,89,74,75,71,93,68,65,78,76,82,68,80
78,73,88,76,82,73,70,70,93,70,76,71,67,78,87,70,84,66,75,78
75,71,65,84,76,67,79,87,79,76,77,77,86,81,75,76,76,69,67,81
67,68,62,89,86,84,74,74,84,92,75,73,75,77,65,85,78,71,72,72
73,79,77,59,82,68,80,74,65,74,76,86,67,87,86,81,85,56,80,88
88,63,72,68,79,88,78,78,68,73,69,68,86,78,68,82,85,80,80,71
76,81,73,100,93,64,65,87,73,75,70,70,75,78,71,76,73,63,80,78
75,72,78,74,85,78,60,82,72,70,74,74,85,83,66,87,77,82,71,75
83,72,75,91,90,81,70,58,70,70,73,71,75,84,85,71,76,79,70,76
80,87,73,73,76,84,78,74,72,86,63,82,67,62,71,97,87,74,62,71
71,65,64,75,88,72,54,81,81,60,79,79,85,72,92,70,99,75,71,85
80,86,74,75,65,73,80,83,75,78,81,57,67,85,77,67,77,90,76,72
90,76,71,66,71,83,90,62,65,76,74,88,85,60,76,65,75,86,71,87
82,73,70,60,66,79,69,75,85,72,85,70,87,84,69,67,75,80,77,92
72,79,76,79,76,71,68,69,77,74,80,75,69,77,67,77,93,93,63,82
71,64,78,81,77,88,77,68,82,69,90,68,76,89,94,69,72,59,78,66
85,63,84,97,75,76,83,80,77,73,82,70,79,77,72,63,83,56,80,61
72,85,72,68,67,64,82,81,82,83,89,79,71,78,81,65,86,72,76,62
82,87,76,76,82,72,62,85,73,69,63,71,87,95,60,71,71,90,70,73
72,67,66,85,74,72,83,85,74,80,75,83,88,80,78,61,60,83,69,80
69,80,81,72,75,69,87,72,73,85,77,71,76,69,66,84,87,83,71,67
87,66,71,81,62,93,77,64,77,65,72,62,69,74,76,66,75,100,94,83
60,70,73,101,75,67,71,83,96,69,61,66,81,85,78,81,75,64,78,79
62,73,64,69,86,78,76,65,78,69,90,77,74,71,89,71,102,71,75,73
84,89,73,80,65,76,81,77,68,71,76,61,75,84,79,64,87,78,75,70
54,59,73,83,84,80,70,79,82,81,78,70,86,94,65,85,82,71,64,72
86,86,66,79,78,72,64,72,79,80,69,71,81,77,71,85,71,74,77,74
84,66,68,74,68,88,74,74,67,79,82,77,75,79,74,73,69,77,75,89
85,70,68,88,74,94,72,77,81,68,76,78,78,53,68,78,73,84,76,70
84,69,75,81,90,67,88,69,67,78,77,66,75,66,78,73,71,85,73,79
76,79,70,84,82,80,79,81,87,70,66,72,85,63,70,84,56,68,84,75
79,77,67,75,80,75,64,76,75,79,69,91,64,81,77,75,78,85,84,59
74,76,82,74,76,80,69,64,82,80,76,79,70,86,69,81,88,71,71,61
71,75,86,81,61,88,67,68,82,68,77,71,95,72,69,78,79,77,69,73
80,72,62,85,66,71,69,74,80,70,83,69,64,76,96,63,86,77,82,80
91,81,67,65,65,72,75,91,76,91,72,73,77,70,73,79,61,84,73,68
72,75,82,68,79,71,72,79,78,74,75,69,77,76,81,73,82,75,66,80
66,64,69,84,85,70,82,77,55,76,84,82,71,83,67,69,100,68,83,69
68,76,69,76,74,83,74,70,72,81,91,66,68,83,68,96,60,77,77,73
69,74,79,64,66,74,75,81,73,90,64,57,87,84,81,61,84,88,83,68
70,72,74,71,82,74,78,88,77,60,84,74,71,64,73,80,68,63,93,85
69,93,72,82,66,85,56,79,70,94,89,69,81,70,66,68,72,72,76,71
73,66,75,80,70,82,72,79,77,81,68,67,73,60,83,72,70,77,95,79
64,63,85,76,79,76,67,74,62,76,71,82,78,84,80,75,76,74,88,68
68,84,79,70,76,82,76,70,89,77,69,72,75,64,81,78,77,66,77,66
71,79,95,85,83,57,87,84,79,68,78,64,65,72,69,72,67,75,64,81
75,82,61,84,71,70,88,75,64,74,69,67,65,78,74,76,85,78,90,68
69,101,75,68,80,58,68,82,74,67,61,85,79,77,95,67,79,62,72,75
79,67,79,75,73,59,67,68,73,66,79,88,70,71,79,82,82,71,79,85
98,77,64,82,79,79,71,60,61,76,73,84,86,74,55,81,69,82,71,69
83,61,61,66,82,66,69,75,76,76,79,74,74,83,68,75,65,95,79,84
71,78,72,78,76,70,67,83,75,81,89,75,63,63,73,78,74,85,70,70
74,62,70,78,79,75,63,90,68,88,69,79,75,57,85,68,79,83,75,72
75,87,74,71,75,75,75,70,67,88,85,61,57,66,83,71,68,87,70,83
81,84,83,87,70,84,61,63,87,81,71,63,80,68,54,78,69,72,88,64
61,77,81,84,93,77,68,71,70,72,64,78,70,73,71,74,84,77,68,75
71,77,68,75,89,83,80,69,79,69,60,67,70,79,77,105,68,55,70,75
68,71,82,78,79,90,98,67,69,69,75,66,78,72,65,72,79,65,72,69
72,88,75,79,79,78,67,73,71,83,70,68,68,77,70,72,81,67,77,68
71,78,72,75,69,83,77,69,73,84,79,81,79,89,65,65,60,70,58,86
83,85,65,96,58,56,64,67,79,72,75,87,65,85,69,61,85,77,76,77
71,80,80,84,73,64,63,74,79,68,86,73,82,48,71,80,79,86,73,67
66,84,65,69,63,86,79,90,82,75,78,73,67,66,77,80,75,52,67,85
70,72,80,66,62,81,64,71,75,66,78,83,89,65,73,75,79,64,85,81
59,74,91,62,67,82,75,81,69,64,74,67,87,69,81,81,75,77,76,67
81,78,63,86,68,80,70,83,76,86,74,65,66,49,72,66,70,84,84,77
80,73,62,81,79,92,73,77,77,71,70,78,73,66,73,72,63,76,72,70
78,80,70,60,66,79,68,61,76,80,51,66,77,88,77,81,84,74,85,76
72,75,68,72,86,70,65,67,76,72,68,69,88,71,80,65,69,81,82,80
71,89,80,81,67,65,69,65,81,74,84,71,72,71,64,80,65,77,76,70
70,74,64,75,81,69,81,62,58,68,85,96,75,75,82,54,77,74,79,73
68,78,65,65,70,75,85,71,72,70,70,77,61,98,63,73,75,66,92,76
65,76,76,75,74,70,58,82,66,77,67,85,73,66,71,66,78,82,78,85
68,71,73,76,65,69,69,78,71,89,81,72,71,78,69,76,70,76,68,78
75,79,70,72,54,82,73,67,70,88,63,76,82,96,92,65,72,64,69,59
85,75,63,58,69,63,90,71,73,93,80,77,77,64,85,76,63,75,78,52
69,90,74,64,65,69,69,77,70,77,82,93,89,60,59,73,84,68,53,80
71,72,72,88,64,79,77,70,62,69,79,92,68,70,85,72,74,56,73,71
74,79,77,89,75,68,81,72,86,61,62,70,92,70,84,66,59,71,68,59
75,73,76,79,72,79,91,91,66,74,59,70,69,64,78,82,74,54,76,59
71,68,83,74,86,71,61,66,65,62,70,89,75,71,77,69,80,79,65,77
70,74,60,56,67,72,87,68,77,62,83,75,71,72,79,75,65,102,65,79
68,83,71,61,63,90,71,85,83,63,59,72,72,77,72,71,57,77,85,79
59,80,68,80,82,77,71,52,70,72,88,68,82,67,82,73,78,67,75,61
59,66,70,72,68,76,95,76,65,67,64,68,88,79,97,74,64,65,71,67
79,75,71,79,71,75,69,67,80,78,71,73,66,66,89,69,65,59,79,69
65,70,66,68,61,94,73,73,73,100,62,79,69,54,70,71,75,76,84,67
62,81,86,66,74,92,54,70,66,73,70,62,64,58,83,82,74,66,83,81
72,73,70,71,105,79,81,73,72,62,65,68,74,64,71,76,60,84,57,70
81,81,79,73,80,77,62,72,69,77,60,74,64,76,60,76,65,62,68,84
59,78,68,65,73,66,73,68,92,80,82,86,62,72,71,71,81,61,63,66
85,65,72,79,63,75,57,73,70,82,76,77,60,61,75,83,65,62,82,73
75,68,79,71,75,70,54,69,73,73,68,63,88,84,74,67,67,64,67,71
80,63,66,69,74,73,73,58,64,77,82,67,91,79,82,63,65,65,65,64
61,58,65,70,65,81,70,72,77,71,62,75,64,71,63,70,66,84,86,75

