78,76,82,75,92,78,81,74,74,70,101,88,82,72,83
78,84,84,74,86,75,74,87,72,94,78,71,94,76,76
84,88,82,84,92,62,74,81,82,84,81,86,75,70,73
82,79,76,73,76,78,74,72,84,81,99,90,81,69,78
72,78,73,84,61,88,84,95,75,86,71,93,80,82,65
75,80,74,76,97,87,80,62,71,75,75,76,77,77,92
67,64,82,71,67,75,88,82,78,94,87,66,87,87,75
77,84,87,78,74,77,76,64,68,86,97,66,77,60,97
79,88,78,67,82,76,71,74,88,71,86,82,72,79,73
77,81,75,59,70,79,71,71,80,70,93,85,98,80,73
84,70,68,65,76,71,79,86,92,86,85,77,74,66,82
70,69,94,67,78,69,70,77,88,82,85,66,79,83,82
72,65,73,77,70,80,78,74,89,78,81,85,69,71,96
74,78,78,69,82,75,90,83,74,85,70,81,70,71,75
91,60,83,79,74,86,83,84,71,87,63,74,66,70,80
92,80,77,83,79,70,72,75,77,70,80,92,61,67,75
75,80,72,67,91,84,86,77,74,81,76,80,67,70,67
72,87,66,74,84,80,74,91,67,85,81,61,81,79,63
95,87,70,79,77,82,80,64,58,84,83,71,70,78,66
69,76,83,73,63,76,84,75,90,72,87,62,78,72,80
74,78,72,67,71,87,86,76,61,82,82,89,76,59,80
88,78,82,83,72,66,78,65,76,77,62,80,77,73,83
74,79,69,80,86,87,68,82,77,71,77,72,78,73,66
72,82,64,75,78,86,80,73,71,62,80,81,82,72,81
71,70,71,74,66,89,84,77,76,88,61,77,86,64,82
79,76,71,81,72,74,84,66,76,80,85,76,81,65,69
72,71,79,75,84,61,71,77,84,83,64,100,60,87,65
87,74,63,70,82,69,94,82,66,77,69,61,67,84,87
85,84,75,72,82,82,54,60,71,74,80,61,90,90,70
70,76,63,88,73,66,73,88,79,73,79,85,71,64,77
77,74,74,81,84,77,72,79,91,66,61,83,71,66,69
72,71,95,60,79,66,73,70,73,64,80,82,84,79,77
61,73,77,77,64,92,88,83,86,74,64,84,67,60,71
86,70,69,74,83,79,77,69,77,80,66,82,65,79,61
81,73,75,63,69,73,78,87,71,67,66,68,82,67,93
80,69,69,78,70,72,77,83,63,81,74,78,66,76,77
62,68,82,83,74,65,82,84,75,76,82,76,57,63,79
71,75,76,66,69,79,68,75,69,73,69,79,80,76,77
74,74,72,88,73,69,77,62,70,86,80,64,61,80,69
66,64,77,77,78,67,69,82,66,76,77,68,75,75,81
71,69,67,63,70,62,74,82,78,71,74,72,67,97,79
55,75,80,72,68,69,62,85,55,89,76,87,80,61,79
73,63,77,71,74,67,78,80,82,85,56,77,70,66,70
62,85,69,64,73,69,66,76,71,77,85,82,63,79,66
73,74,86,66,67,64,70,55,84,78,59,83,69,75,81
64,74,86,75,66,73,63,71,81,62,66,89,75,56,81
70,77,75,73,58,69,74,77,70,69,85,66,77,63,79
76,72,67,69,69,81,72,80,73,64,66,65,80,73,72
66,77,66,60,74,61,81,75,80,75,61,64,79,72,72
65,65,71,81,65,67,78,67,71,61,67,81,66,62,79

