0,3,3,2,1,0,1,1,2,1,1,2,3,1,3,81,83,81,76,77,76,88,71,58,68,68,72,67,71,75,84,82,94,67,84,70,75,62,76,96,87,78,84,72,78,27,26,32,20,36,24,22,20,24,22,26,17,30,25,20,24,28,21,26,25,21,22,30,18,23,83,85,71,75,71,81,72,90,78,94,2,1,1,2,1,0,2,1,2,3,1,1,1,1,0,2,0,1,1,2,2,1,6,1,0,2,0,2,5,2,5,3,1,0,3,0,2,2,1,1,0,0,0,0,4,1,3,1,0,1,1,5,0,1,2,0,1,5,2,2,8,3,0,5,2,1,1,2,2,1,0,1,1,2,1,2,3,0,0,5
1,0,0,5,1,0,3,1,0,1,1,14,7,0,0,68,62,91,85,65,70,81,50,70,88,72,74,79,89,74,68,81,82,72,75,60,95,62,86,75,81,74,70,81,79,23,17,17,26,24,24,27,28,31,25,26,21,26,26,20,31,26,25,21,30,32,24,28,34,22,76,71,81,67,73,66,75,74,61,76,2,1,1,2,1,0,8,1,2,9,1,1,1,1,0,2,0,1,1,2,2,1,0,1,0,2,0,0,1,2,1,3,1,0,3,0,2,2,1,1,0,0,0,0,4,1,3,1,0,1,1,1,0,1,2,0,1,3,2,2,3,3,0,5,5,1,1,2,8,1,0,1,1,2,1,2,3,0,0,1
0,1,2,6,0,1,0,1,1,0,0,1,3,3,1,72,93,77,80,62,58,66,57,71,86,83,81,67,65,59,82,79,65,83,71,82,69,66,77,81,91,74,92,93,79,23,24,23,21,30,24,27,26,46,27,21,20,22,23,24,14,20,19,30,22,21,27,24,23,32,62,60,87,74,83,80,75,77,68,69,2,1,1,2,1,0,2,1,2,3,1,1,1,1,0,2,0,1,11,2,2,1,0,1,0,12,0,8,1,2,1,3,1,0,3,0,9,2,4,1,0,0,0,0,4,1,3,1,0,1,1,1,0,4,2,0,1,3,2,2,3,3,4,11,2,1,1,2,2,1,0,1,1,2,1,7,3,0,0,1
1,0,1,2,3,0,1,1,0,2,0,0,5,0,1,69,97,89,71,88,73,80,71,96,83,97,89,79,75,72,75,84,76,77,74,73,51,81,76,74,69,94,71,92,72,26,19,23,30,24,25,24,30,22,30,41,20,25,27,25,25,21,25,27,29,37,26,28,39,18,76,80,71,81,61,75,86,80,82,72,0,1,0,4,2,0,4,2,0,3,0,1,1,1,2,1,3,1,1,1,3,2,4,1,2,10,0,1,2,1,1,3,1,2,0,2,2,2,0,0,1,1,0,2,0,1,5,0,1,0,1,7,2,2,1,1,2,3,1,1,0,2,2,4,2,0,0,0,1,1,1,1,0,1,0,1,1,0,1,2
2,3,0,2,0,1,0,1,1,1,0,1,0,0,0,76,71,74,51,79,61,79,77,74,60,60,77,67,85,71,92,72,80,92,80,88,63,81,70,98,77,96,68,75,79,31,32,28,24,27,31,27,22,28,21,25,36,35,38,35,27,19,21,19,26,28,25,27,15,24,80,84,85,73,91,69,63,84,69,88,7,1,6,0,1,2,0,4,2,1,2,2,2,2,1,7,1,1,1,1,1,2,2,0,0,0,0,1,2,0,0,2,1,1,1,0,0,0,3,1,1,2,1,2,3,2,2,6,1,2,0,7,1,2,0,1,1,1,0,0,2,5,1,0,1,2,4,0,0,0,1,0,1,1,1,6,1,2,1,1
0,1,1,9,0,4,1,1,1,0,1,2,5,0,1,78,70,82,70,84,76,63,73,58,60,67,68,62,89,86,84,74,74,84,92,75,73,75,77,65,85,78,71,72,72,20,26,28,33,26,25,36,22,18,23,33,25,24,20,29,32,27,28,32,22,27,28,23,28,32,68,71,93,86,87,77,69,75,85,77,2,0,0,2,1,2,0,0,1,1,2,1,3,2,0,3,4,0,1,1,3,1,2,14,2,2,1,0,2,2,0,1,1,2,0,1,2,1,1,0,2,1,8,8,0,2,0,1,1,0,1,1,2,6,5,1,1,0,0,1,0,5,2,0,3,1,3,0,2,0,2,1,0,4,0,1,0,1,1,0
3,5,1,0,1,0,1,0,2,1,5,0,2,0,1,75,68,70,56,82,72,81,86,72,71,78,72,75,86,72,79,76,71,68,61,70,64,90,77,74,67,93,84,95,84,32,19,22,30,28,34,36,29,17,20,23,24,32,23,32,16,23,26,25,34,25,30,25,25,18,74,92,77,102,77,82,75,72,72,79,2,1,1,2,1,0,2,1,2,3,1,1,1,1,0,2,0,1,1,2,2,1,8,1,0,2,0,0,1,2,1,9,1,0,3,0,2,2,1,1,0,3,0,0,4,1,3,1,7,1,1,6,0,1,2,0,1,3,2,2,3,3,0,5,2,1,1,2,2,1,0,1,9,2,1,2,3,0,2,6
1,0,1,0,0,0,1,1,0,2,0,2,1,0,0,80,70,61,78,78,81,76,61,69,77,69,70,61,96,81,69,71,76,71,89,77,70,79,83,63,83,85,83,72,98,23,26,24,18,33,20,22,31,31,19,22,19,21,26,16,31,23,28,16,20,38,18,22,27,21,79,71,66,85,73,89,89,88,60,80,2,1,1,2,1,0,4,1,2,3,1,1,1,1,0,8,2,1,1,2,2,1,0,1,0,2,4,0,1,2,1,3,1,0,3,0,2,2,1,1,0,0,0,0,4,1,3,1,0,1,1,1,0,1,2,0,1,3,2,6,9,3,0,5,2,1,1,2,12,1,0,1,1,2,1,2,3,0,0,4
4,1,0,2,2,3,2,0,3,0,7,7,1,0,2,73,83,87,72,75,84,80,72,85,77,71,68,83,74,86,71,61,66,65,62,70,89,75,71,77,69,80,79,65,77,28,30,32,21,28,33,29,20,22,23,21,20,19,23,28,27,25,22,25,21,35,25,20,15,19,79,85,79,81,62,93,70,66,79,76,0,1,1,1,0,3,0,3,2,7,1,1,0,1,1,0,1,2,1,7,1,0,0,1,0,0,1,0,0,1,1,0,5,2,1,2,0,2,1,1,2,1,0,3,1,0,2,1,3,1,3,0,0,0,1,3,2,0,5,0,0,0,1,4,5,1,3,6,1,0,2,1,0,2,0,3,3,0,3,2
8,1,0,0,0,4,1,1,10,2,0,3,1,4,1,55,79,72,76,85,77,83,71,70,71,80,74,64,86,84,61,79,82,86,77,81,94,77,69,78,69,72,63,83,82,22,25,23,19,24,25,28,19,25,17,27,22,38,26,27,23,24,28,19,34,32,26,22,26,22,68,82,63,69,87,71,82,68,78,80,2,1,1,2,1,0,2,1,2,3,1,1,1,1,0,2,0,1,4,7,2,8,0,1,0,7,0,0,1,2,1,9,1,0,3,0,7,2,1,1,0,0,0,0,4,1,3,1,5,1,1,1,0,1,2,0,1,7,2,2,8,3,0,5,2,1,11,2,2,11,0,1,1,2,1,2,3,0,0,1
