79,66,77,85,102,81,74,86,82,70,76,86,60,73,80,78,88,78,81,96
76,100,71,69,85,82,72,74,82,82,76,70,89,92,80,73,78,69,71,96
64,81,82,83,77,96,67,72,74,80,83,95,99,75,81,64,98,73,62,65
90,78,77,65,84,102,78,90,86,74,78,62,72,65,88,83,86,75,67,65
90,74,65,76,75,78,69,81,82,73,82,75,90,92,79,69,80,75,65,92
76,76,80,74,74,82,80,79,78,90,63,70,90,87,78,74,89,76,65,80
60,77,67,85,71,89,72,80,92,80,80,63,81,70,98,77,96,68,75,79
73,80,90,87,84,70,66,88,69,77,76,80,86,99,65,76,71,78,70,75
80,85,72,58,76,70,79,77,77,91,80,79,71,81,84,85,79,87,71,77
84,85,61,73,74,69,83,88,88,73,85,96,64,84,78,66,84,60,87,75
78,79,88,92,48,85,73,84,78,77,65,73,80,89,84,72,84,79,73,75
79,79,86,89,85,81,67,70,75,79,67,84,81,66,89,83,71,71,81,69
63,65,84,77,85,73,79,82,89,79,89,81,88,76,80,77,67,77,73,65
97,89,79,75,72,72,84,76,77,74,73,51,81,76,74,69,94,71,92,72
73,76,54,92,67,87,81,78,68,90,80,78,82,91,75,83,70,59,79,85
63,85,88,87,79,79,57,76,80,83,70,88,80,82,68,72,65,87,71,87
72,70,70,71,100,79,89,95,75,71,77,81,70,66,72,80,72,72,81,84
63,69,73,71,63,72,74,86,73,87,77,68,83,71,94,87,77,69,94,94
78,79,71,83,69,67,79,97,78,57,82,111,80,66,78,78,73,73,71,73
80,74,64,86,84,61,79,82,86,77,81,94,77,69,78,69,72,63,83,82
79,92,57,84,79,70,77,96,83,77,90,72,67,72,71,70,83,74,66,82
73,75,75,97,91,59,79,76,80,81,74,86,79,83,68,58,90,74,78,64
69,70,61,85,81,69,71,76,71,89,77,70,79,83,63,83,85,83,72,98
89,77,87,71,82,72,97,67,78,72,85,82,59,73,68,79,74,68,80,75
67,70,69,72,72,80,72,73,71,60,88,65,79,89,89,85,79,82,86,86
80,85,77,84,77,76,78,71,84,68,68,83,82,79,70,76,87,52,86,71
77,77,87,76,68,72,60,75,107,94,75,75,80,70,85,81,67,68,74,66
77,70,91,73,69,85,76,82,87,58,73,78,73,85,77,71,73,83,77,75
81,79,84,72,75,66,63,75,77,96,88,60,77,90,86,68,88,85,61,62
89,86,85,69,73,70,71,58,72,73,83,85,87,76,65,76,75,87,74,78
78,72,75,86,72,74,76,71,68,61,70,64,90,77,74,67,93,84,95,84
85,96,77,76,84,72,66,82,61,96,68,73,65,94,69,87,76,68,66,69
80,86,78,61,81,83,84,67,71,71,98,79,71,84,66,81,76,65,76,71
80,63,82,76,80,65,67,94,68,71,85,69,78,69,68,80,83,79,79,93
83,67,77,89,78,73,74,70,63,70,76,79,67,75,88,93,77,78,81,69
68,72,67,71,75,73,82,94,67,84,70,75,62,76,96,83,76,84,72,78
79,81,67,65,59,77,79,65,83,71,82,69,66,77,81,86,74,92,93,79
75,72,78,63,77,75,72,76,73,76,72,84,80,83,80,82,71,72,83,81
80,86,82,74,66,82,73,77,70,73,79,67,90,84,69,73,88,67,66,79
72,92,72,76,72,82,65,75,85,84,81,68,54,82,68,85,75,83,72,81
88,63,72,68,79,88,78,78,68,73,69,68,86,78,68,82,85,80,80,71
76,71,67,60,70,71,93,72,83,74,79,78,93,90,71,86,72,72,76,68
87,65,80,91,72,74,84,86,83,73,73,72,68,70,77,88,70,72,67,67
80,87,73,73,76,84,78,74,72,86,63,82,67,62,71,97,87,74,62,71
67,68,62,83,86,84,74,74,84,92,75,73,75,77,65,85,78,71,72,72
82,73,70,60,66,79,69,75,85,72,85,70,87,84,69,67,75,80,77,92
72,79,76,79,76,71,68,69,77,74,80,75,69,77,67,77,93,93,63,82
66,90,68,82,64,69,66,85,72,84,73,67,80,79,63,89,79,81,80,80
82,77,68,92,92,74,65,72,69,76,75,66,76,76,77,87,70,72,68,83
94,77,66,80,74,65,87,84,87,57,76,75,70,76,79,68,63,71,77,91
63,79,73,74,82,58,87,86,71,79,74,76,95,73,75,64,83,62,77,86
85,63,84,97,75,76,83,80,77,73,82,70,79,77,72,63,83,56,80,61
71,65,64,75,88,72,54,81,81,60,79,79,85,72,92,70,96,75,71,85
69,80,81,72,75,69,87,72,73,85,77,71,76,69,66,84,87,83,71,67
69,89,89,80,89,76,75,77,84,78,68,76,68,75,67,67,76,79,78,54
65,70,93,89,79,80,90,61,71,75,73,73,79,68,78,71,73,79,65,82
81,98,82,84,76,70,81,68,67,62,70,90,62,84,60,76,78,69,69,87
72,74,79,82,74,68,81,82,72,75,60,93,62,86,75,81,74,66,81,75
79,68,68,91,77,70,85,58,75,90,74,66,86,68,84,70,73,79,76,75
83,72,75,91,85,81,70,58,70,70,73,71,75,84,85,68,76,79,70,76
90,76,71,66,71,83,90,62,65,70,74,88,85,60,76,65,75,86,71,87
75,71,65,84,76,67,79,87,79,76,77,77,86,73,75,76,71,69,67,81
78,73,88,76,82,73,70,70,89,70,76,71,65,70,87,70,84,66,75,78
63,70,97,70,73,70,73,73,81,86,79,70,76,66,68,108,56,66,75,91
74,86,64,77,73,71,75,86,92,77,82,69,71,69,73,67,74,86,64,81
84,86,73,80,65,76,81,77,68,71,76,61,75,84,79,64,87,78,75,70
71,64,78,81,77,88,77,68,82,69,90,68,69,89,94,69,72,59,78,66
60,70,73,101,75,67,71,83,96,69,61,66,81,85,78,81,75,64,73,79
65,84,77,84,82,85,67,79,74,84,66,87,67,58,74,75,77,79,69,75
86,82,66,79,78,72,64,72,79,80,69,71,81,77,71,85,71,74,77,74
72,67,62,85,74,72,83,85,74,80,75,83,85,80,78,61,60,83,69,80
87,66,71,81,62,93,77,64,77,61,72,62,69,74,73,66,75,100,94,83
71,75,86,81,61,88,67,68,82,68,77,71,95,72,69,78,79,77,69,73
77,66,71,83,70,75,82,70,82,74,75,71,93,68,65,78,76,82,68,80
85,70,68,88,74,94,72,77,81,68,76,73,78,53,68,78,73,84,76,70
79,73,75,66,63,74,75,74,70,75,66,93,72,80,81,73,93,81,76,67
80,86,74,75,65,73,80,83,75,78,81,57,67,83,77,67,77,90,76,62
73,72,77,59,82,68,80,74,65,74,73,81,67,87,86,81,82,56,80,88
84,69,75,81,90,67,88,69,67,78,77,66,75,66,78,73,71,78,73,79
62,73,64,69,86,78,76,65,78,69,90,73,74,71,89,71,101,71,75,66
79,77,67,75,80,75,64,76,75,79,69,91,64,81,70,75,78,82,84,59
76,81,73,100,89,64,65,81,73,75,70,70,75,74,71,76,73,63,73,78
76,74,70,84,82,80,79,81,87,70,66,72,79,63,70,84,56,68,84,75
72,80,72,68,67,64,81,74,79,83,89,79,71,78,81,65,86,72,76,62
74,76,82,71,76,80,69,64,77,80,76,79,70,86,66,81,88,71,71,61
73,72,78,69,80,78,60,82,72,70,74,74,85,83,66,84,77,74,71,75
68,76,69,76,74,83,74,70,72,81,91,66,68,83,62,96,60,77,77,73
82,87,76,72,82,72,62,85,73,69,63,71,87,95,60,71,71,88,64,66
73,66,75,80,70,82,67,79,77,81,68,67,73,60,83,72,70,77,95,79
66,64,69,74,85,70,82,77,55,76,84,82,71,83,67,69,100,68,83,69
91,81,67,65,65,65,75,91,76,86,72,73,77,70,73,79,61,84,73,68
54,59,69,83,80,80,70,79,75,81,78,70,86,94,65,85,76,71,64,72
64,63,85,76,79,76,67,74,62,76,71,75,78,84,80,75,76,74,88,68
70,72,74,71,82,69,78,88,77,60,84,74,71,64,73,80,68,63,88,85
72,75,82,68,74,71,72,79,75,74,75,69,77,76,81,73,77,75,66,80
71,78,72,78,76,70,67,83,75,81,89,75,63,63,73,78,74,85,69,70
67,101,75,68,80,58,68,82,74,67,61,85,79,77,95,67,77,62,72,75
98,77,64,82,79,79,71,60,61,76,71,84,86,74,55,81,69,82,71,69
72,72,62,85,66,71,69,71,80,70,81,69,61,76,96,63,86,77,82,80
61,77,81,84,93,77,68,71,70,72,64,78,70,73,71,74,84,77,68,75
69,74,74,64,66,74,75,81,73,90,64,57,87,84,81,61,84,83,78,68
84,66,68,74,68,88,74,68,67,72,76,72,75,79,71,73,69,77,75,89
69,62,70,78,79,75,63,90,68,88,69,79,75,57,85,68,79,83,75,72
75,87,74,71,75,75,75,70,67,88,80,61,57,66,83,71,68,87,70,83
68,84,79,70,76,77,76,70,80,77,69,72,75,64,81,78,77,66,77,66
69,85,72,82,66,85,56,79,67,94,89,69,81,70,66,68,72,72,76,64
79,67,79,75,73,59,67,68,68,66,79,88,70,71,79,82,82,71,74,84
83,61,56,66,82,62,69,75,76,76,79,74,74,83,68,73,65,95,79,84
75,82,61,84,71,70,88,70,64,74,69,67,65,78,74,76,81,78,90,62
