69,97,89,71,84,73,73,71,96,83
74,70,72,77,77,82,79,87,85,93
73,83,87,72,75,82,80,72,85,77
81,77,83,72,81,89,87,63,85,68
87,88,77,79,70,70,78,82,85,70
84,77,73,78,70,87,79,91,71,76
83,83,82,60,80,86,67,81,82,80
67,89,60,94,78,86,68,81,83,71
77,62,79,87,66,87,74,70,92,81
79,89,84,85,63,74,65,83,82,69
70,80,80,82,71,88,71,77,78,75
77,73,79,78,73,85,61,86,87,69
69,94,69,93,74,67,73,82,77,68
63,71,81,75,87,102,85,73,47,82
84,76,72,79,79,66,67,83,75,79
81,83,81,76,77,76,88,71,56,68
73,67,67,84,76,89,72,86,63,78
67,88,73,72,73,71,73,67,92,77
82,89,67,77,74,87,66,80,69,61
58,72,79,73,68,73,101,97,66,63
63,57,92,81,77,70,76,81,79,74
69,87,77,76,84,83,64,55,80,74
76,72,64,79,68,72,90,71,75,81
71,65,78,81,70,81,81,80,78,61
65,79,79,73,74,79,65,89,75,67
64,80,84,72,94,79,64,68,66,72
74,67,76,72,82,68,65,68,79,89
55,79,72,76,85,77,83,71,70,71
86,55,79,59,67,93,81,89,58,69
74,69,65,84,66,80,93,65,74,66
64,86,70,66,79,67,85,85,72,61
75,68,70,56,82,72,81,86,72,71
80,68,80,49,67,77,96,67,70,79
64,64,80,77,79,62,88,73,71,75
72,68,70,65,75,75,69,70,76,93
62,62,80,81,79,89,73,68,68,69
68,62,91,85,65,70,81,50,70,88
76,77,74,72,69,64,68,82,82,65
80,70,61,78,78,81,76,61,64,77
73,57,78,63,75,86,75,77,61,80
62,70,71,71,66,79,73,66,82,84
72,93,77,80,62,58,66,57,71,86
70,79,69,74,83,74,69,67,66,71
71,75,67,84,65,77,74,66,71,68
74,74,76,71,86,70,66,66,64,70
60,70,60,80,78,79,79,57,70,83
78,70,82,70,84,76,63,73,58,60
68,89,62,74,73,73,65,67,73,65
74,64,73,70,68,66,71,80,65,73
76,71,74,51,79,61,79,77,74,60

