83,88,87,60,102,75,83,77,75,78
81,73,90,80,82,74,73,70,96,81
74,69,85,80,84,74,83,82,79,82
85,63,75,98,76,78,82,79,76,76
72,80,81,87,88,77,73,76,70,83
86,84,98,71,73,64,101,80,66,63
73,75,68,91,87,73,69,93,77,79
83,72,71,72,71,81,72,90,78,94
74,86,77,102,77,82,67,72,72,75
68,71,88,86,87,77,69,75,85,77
76,88,75,71,81,77,83,70,82,74
80,84,85,73,91,69,63,74,69,88
78,82,81,85,77,59,81,68,81,84
78,87,88,71,69,80,62,61,85,93
87,81,83,76,95,67,61,74,75,75
88,70,75,77,69,73,75,88,74,85
68,91,77,89,80,73,78,74,75,67
79,85,79,81,62,93,70,66,79,76
79,71,66,85,73,85,81,88,60,80
80,76,74,68,89,93,67,73,72,76
77,70,65,93,72,75,72,77,79,84
73,84,92,72,80,73,72,77,75,66
67,82,87,84,83,79,80,73,57,71
65,68,70,87,83,82,78,63,73,93
61,88,72,77,86,77,87,67,69,77
68,64,74,85,79,87,82,76,82,64
65,62,71,91,70,78,75,85,84,76
83,69,83,68,74,73,76,71,77,83
86,65,62,92,67,83,72,83,78,68
76,80,71,74,61,75,84,80,82,72
73,68,77,75,79,84,80,62,83,73
71,72,73,85,70,75,81,72,87,68
69,89,79,65,78,72,65,75,94,67
85,67,79,74,88,73,73,62,75,76
94,66,74,85,66,65,65,86,72,79
76,65,73,73,70,96,85,63,71,77
68,82,63,69,87,71,82,68,78,80
60,71,88,88,58,86,68,71,78,79
66,87,73,74,83,70,88,66,63,76
65,82,69,75,80,85,69,74,84,63
68,94,67,71,81,64,72,66,80,78
75,71,74,69,79,72,75,72,70,83
66,73,84,74,68,58,76,96,84,61
75,72,89,70,67,69,66,97,62,69
62,60,87,74,83,80,75,77,68,69
70,52,63,74,78,88,72,73,80,77
76,71,81,67,73,66,75,74,61,76
72,82,71,73,68,60,59,77,78,76
85,67,72,73,78,69,55,61,82,68
67,57,78,85,65,73,62,82,78,63

