20,29,32,27,29,29,25,33,35,24
24,43,32,34,32,21,29,18,26,21
29,33,29,26,24,20,29,27,33,29
27,33,28,27,35,23,25,28,28,25
24,37,25,30,26,32,22,21,30,31
26,25,19,32,28,33,23,27,40,25
26,24,27,28,28,40,30,22,26,27
22,31,23,28,23,22,30,36,28,33
26,32,27,39,30,26,20,25,27,21
19,29,26,28,23,15,35,30,35,32
24,22,23,24,28,28,31,34,23,34
26,31,24,26,28,29,25,25,30,27
20,31,41,24,28,19,29,28,32,19
23,27,25,26,22,30,26,29,37,25
26,21,33,28,19,32,28,29,27,26
25,38,28,25,31,26,25,18,28,22
19,23,23,28,31,32,22,28,33,23
27,30,29,19,25,24,25,30,28,23
23,28,25,23,23,29,31,25,27,25
20,31,23,29,22,27,21,36,32,16
24,27,25,22,32,26,25,25,25,26
26,27,26,24,25,22,36,25,19,27
27,34,27,23,24,22,29,29,21,20
21,23,32,26,27,31,29,21,27,19
32,27,19,20,17,24,34,31,26,25
18,21,24,25,34,23,28,30,30,22
25,19,17,36,26,20,35,20,25,31
27,34,26,17,36,18,25,25,22,24
39,19,18,28,24,28,23,24,27,23
25,17,34,24,26,34,25,13,25,28
22,16,23,16,32,21,30,23,33,30
25,27,24,26,21,17,25,25,36,20
18,27,27,24,15,26,25,25,34,25
25,29,23,25,26,23,33,9,21,31
21,30,28,37,17,18,24,23,21,26
31,30,31,22,25,16,30,21,20,18
22,19,29,30,15,20,29,22,31,26
18,25,16,29,23,27,35,24,20,25
22,21,23,19,27,23,33,22,32,20
18,26,33,20,25,30,26,15,21,26
26,23,23,28,19,24,28,30,21,17
19,23,27,27,26,30,23,20,26,17
16,24,22,29,22,32,23,23,22,24
27,22,21,23,21,28,22,19,26,26
30,22,20,18,19,17,32,25,26,23
24,32,22,17,25,28,23,20,22,18
16,28,23,30,24,22,22,17,26,21
27,24,22,18,29,23,19,25,19,21
21,18,23,21,29,27,17,24,15,25
26,19,21,21,21,26,21,21,20,23

