45,32,27,24,35,21,34,29,21,26
24,34,29,28,25,27,35,36,31,18
25,38,37,20,27,30,32,29,18,30
30,43,20,25,20,23,21,34,30,38
34,27,27,20,28,41,22,33,30,18
37,27,27,32,31,26,28,19,20,31
29,24,33,22,28,29,37,27,27,20
29,19,28,33,26,35,26,27,29,22
30,26,28,33,19,30,25,23,26,32
20,25,41,26,28,21,33,26,33,17
29,22,36,27,23,26,23,22,35,27
24,28,32,22,32,24,28,27,21,29
30,20,24,24,25,28,31,29,26,29
34,28,29,15,29,22,29,31,29,19
26,28,26,40,27,22,23,22,22,29
21,28,35,22,34,19,26,32,25,23
24,29,24,24,26,26,28,27,33,21
29,30,22,20,31,22,25,30,31,22
25,31,28,17,34,18,33,25,27,23
20,33,21,24,17,30,29,23,33,30
24,29,29,36,22,33,26,26,22,11
27,32,25,19,28,30,29,19,26,23
18,28,29,20,21,16,39,24,28,33
28,21,28,28,28,17,25,19,30,32
24,25,33,29,18,22,32,28,24,21
29,24,20,33,27,22,26,31,22,22
28,28,25,28,19,21,21,30,30,25
27,23,30,19,28,23,23,34,23,25
23,35,25,24,24,20,24,20,31,29
25,23,28,27,20,18,21,18,29,42
21,34,25,28,21,26,17,18,31,30
22,24,24,26,25,29,21,31,28,21
28,29,19,25,16,29,26,25,24,29
32,26,24,25,35,24,25,15,26,18
37,23,29,24,27,27,23,20,23,16
29,17,21,29,22,21,32,30,27,20
23,26,29,21,30,27,15,20,28,28
21,18,23,30,33,27,28,27,20,19
25,35,28,23,21,15,25,28,20,25
19,27,24,20,20,21,20,30,32,31
29,23,28,24,21,22,20,28,22,27
25,24,26,24,22,22,23,22,24,30
22,26,27,13,32,31,18,27,26,19
20,26,34,18,29,18,28,19,23,23
28,14,30,21,32,26,19,18,20,28
26,17,21,19,27,23,20,30,32,19
24,23,19,22,14,32,23,27,21,29
18,26,24,25,19,20,24,22,28,23
28,20,25,17,19,16,24,26,20,31
22,26,23,16,22,22,25,23,22,21

