69,97,89,71,88,73,80,71,96,83
75,70,72,77,81,82,79,87,85,93
83,88,82,60,80,86,67,86,82,80
81,77,83,72,84,89,87,63,85,68
73,83,87,72,75,84,80,72,85,77
79,95,84,85,63,74,65,91,82,69
87,88,77,79,70,70,78,82,85,70
84,77,73,78,70,87,79,91,71,76
69,102,69,93,74,72,73,82,77,74
67,89,60,99,78,86,68,81,83,71
77,62,79,87,66,87,74,70,92,81
84,73,79,78,73,85,61,86,87,69
70,80,80,82,71,88,71,79,78,75
63,71,87,75,87,102,85,73,47,82
84,76,78,79,79,66,67,86,75,79
67,88,73,72,78,71,80,67,92,77
81,83,81,76,77,76,88,71,58,68
58,72,79,73,68,73,101,97,66,69
81,65,78,81,70,81,81,80,78,61
73,67,67,84,76,89,72,86,63,78
82,89,67,77,74,87,66,83,69,61
63,57,92,86,77,70,76,81,79,74
76,72,64,85,68,72,90,71,75,81
69,87,77,76,85,83,64,55,80,78
65,79,79,73,74,79,65,89,81,67
74,69,69,91,66,80,93,65,74,66
74,67,76,72,82,68,65,68,79,93
64,64,86,77,79,62,93,73,71,75
64,80,84,72,94,79,64,68,66,72
86,55,79,59,74,93,81,89,58,69
55,79,72,76,85,77,83,71,70,71
73,57,78,68,75,86,75,77,69,80
83,77,74,72,69,64,68,82,82,65
64,86,70,66,79,67,85,85,72,61
75,68,70,56,82,72,81,86,72,71
80,68,80,49,67,77,96,67,70,79
72,68,70,65,75,75,69,70,76,93
62,62,82,81,79,89,73,68,68,69
74,79,69,80,83,74,69,67,66,71
80,70,61,78,78,81,76,61,69,77
68,62,91,85,65,70,81,50,70,88
62,70,71,71,66,79,73,66,82,84
72,93,77,80,62,58,66,57,71,86
63,70,60,80,78,79,81,57,70,83
71,75,67,84,65,77,74,66,71,68
74,74,76,71,86,70,66,66,64,70
78,70,82,70,84,76,63,73,58,60
68,89,67,74,73,73,65,67,73,65
74,64,73,70,68,66,71,82,65,73
76,71,74,51,79,61,79,77,74,60

