21,23,34,34,21,22,31,22,38,27,32,21,23,28,25,26,18,33,29,30,37,33,34,34,21
26,38,28,27,22,26,26,33,20,18,23,31,39,31,28,29,24,26,29,23,31,34,25,26,29
30,33,24,28,35,25,29,34,25,30,22,35,18,28,30,26,22,35,27,25,26,29,30,22,22
21,15,29,38,24,29,17,29,26,25,22,24,27,31,25,26,32,49,18,26,37,32,24,31,21
22,39,26,32,22,26,26,27,26,19,24,27,30,22,28,24,30,32,27,23,31,25,31,27,30
31,32,28,24,27,31,27,22,28,21,25,36,35,38,35,27,19,21,19,26,28,25,27,15,24
38,27,18,41,24,23,25,31,34,32,21,20,26,30,26,22,25,29,20,19,33,26,27,28,25
33,25,28,20,33,20,24,37,28,18,14,25,25,34,25,30,29,26,34,31,27,28,31,22,22
26,24,36,25,24,28,23,18,29,14,26,17,34,34,21,33,35,23,20,28,39,20,31,25,35
20,26,28,33,26,25,36,22,18,23,33,25,24,20,29,32,27,28,32,22,27,28,23,28,32
26,19,23,30,24,25,24,30,22,30,41,20,25,27,25,25,21,25,27,29,37,26,28,39,18
23,32,21,20,33,24,25,28,27,26,41,23,26,22,22,28,23,31,29,21,22,32,33,33,21
25,27,28,17,33,27,27,28,22,33,26,27,20,27,23,20,29,28,24,31,24,21,33,38,27
23,19,21,28,25,27,27,27,26,30,37,23,25,30,24,23,26,22,35,32,38,18,28,16,32
29,25,30,21,28,18,29,22,23,28,29,39,30,31,29,18,34,31,22,21,22,17,30,35,20
27,23,15,18,23,22,30,22,30,23,26,32,34,18,32,26,28,27,25,32,30,36,34,25,22
24,27,31,36,27,26,15,28,24,29,26,25,19,32,39,20,23,23,27,25,24,32,20,32,24
16,34,33,26,33,30,18,22,28,26,30,23,29,35,27,30,30,22,26,30,17,22,20,23,27
35,29,25,29,24,35,26,24,31,23,27,24,19,22,31,25,15,34,30,28,23,25,20,27,26
21,20,32,20,30,26,32,22,21,22,33,24,29,20,26,30,20,33,21,31,26,25,32,30,29
29,19,22,20,23,26,16,23,34,29,25,29,27,37,28,23,25,28,29,27,27,18,32,27,32
28,34,22,20,23,31,35,29,24,30,32,30,30,28,17,29,28,22,29,23,23,26,11,25,25
26,28,34,27,25,21,29,24,27,30,24,29,26,25,13,26,34,31,27,19,23,34,16,22,33
27,22,25,22,25,19,29,33,28,26,29,30,22,24,26,30,21,29,19,27,27,35,37,20,21
